Age,Gender,Location,Account_Type,Tenure,Contract_Status,Income,Spending_Score,Churn
49,Male,Suburb,Checking,6,1-Year,73586.2485546455,5.587700805793032,1
39,Male,City,Checking,5,1-Year,74652.58283907859,5.985982104980801,0
58,Female,City,Savings,6,1-Year,23823.046030493897,1.21827956937433,1
24,Male,City,Savings,6,1-Year,22349.516406664032,3.4688885715116715,1
41,Male,City,Checking,5,Month-to-Month,47646.13769748766,1.6047009682103326,1
25,Female,City,Savings,7,Month-to-Month,91738.38021538834,7.961747203613392,0
42,Female,Rural,Checking,1,2-Year,96296.3294608861,7.19691504874756,0
51,Female,Rural,Savings,7,1-Year,95400.13052113052,3.757981785989363,0
19,Female,City,Savings,9,1-Year,70677.8372879389,4.867633060081369,1
29,Male,City,Checking,2,2-Year,56519.49703615165,5.2945585027582664,0
29,Male,City,Savings,6,Month-to-Month,31297.937044595463,3.7323331682302525,0
64,Male,City,Savings,4,Month-to-Month,57123.92667937133,3.903498201248347,0
36,Female,City,Checking,4,2-Year,62726.42227783434,9.989155430899183,1
55,Female,Suburb,Checking,7,Month-to-Month,88035.126476776,5.130921727389979,0
25,Male,City,Savings,4,1-Year,53203.23362796521,1.2319708370818496,1
18,Female,City,Checking,1,1-Year,51722.691698362054,2.101401846012748,1
48,Male,Suburb,Checking,4,2-Year,49163.58845534982,5.872495534439295,1
53,Female,Rural,Savings,8,Month-to-Month,64657.38664986153,6.701229422995841,0
38,Female,Suburb,Checking,3,Month-to-Month,77124.28044024706,3.845470636435195,0
40,Female,City,Checking,10,2-Year,27915.992170050136,8.866582250567768,0
45,Female,Suburb,Savings,7,2-Year,67285.88591116626,5.601591737864439,1
22,Female,City,Checking,1,Month-to-Month,34018.672587021974,7.4340331429363715,1
31,Male,Suburb,Checking,1,1-Year,27731.25162344213,4.5204700357940695,0
49,Female,City,Savings,4,Month-to-Month,56942.239328615484,9.299805318749426,1
37,Male,Rural,Savings,3,Month-to-Month,66419.94057467283,4.252812681723388,0
51,Male,City,Savings,1,Month-to-Month,51403.78360696134,1.9072559252402117,0
29,Male,City,Checking,7,Month-to-Month,97086.118973633,2.832207562186529,1
23,Male,City,Savings,7,Month-to-Month,80256.80211121614,3.5778314570032435,0
59,Male,Suburb,Savings,2,1-Year,91268.60744749676,7.0220280349699875,0
38,Male,Suburb,Savings,6,1-Year,83807.91432589806,2.471247456731061,0
52,Female,Suburb,Checking,8,2-Year,97072.01320318667,3.045751778818905,0
51,Male,Suburb,Checking,9,1-Year,45511.51380170303,3.264392686058577,1
22,Female,Rural,Checking,10,2-Year,90285.82722570407,7.141427280109367,1
40,Male,City,Checking,10,1-Year,62316.01556481527,5.28446170730845,0
22,Female,Suburb,Savings,3,Month-to-Month,27294.108278080574,6.2936444747773574,0
23,Male,Suburb,Checking,5,Month-to-Month,43332.796153426214,2.1989038188191423,1
20,Male,City,Checking,2,1-Year,55607.754602707115,1.3570314518921913,1
22,Male,Suburb,Savings,5,2-Year,99934.93096444116,1.5526652023121637,0
21,Female,City,Savings,2,2-Year,31714.8620001867,1.5333810263093746,1
45,Male,Rural,Savings,6,2-Year,55228.75274048937,8.631128869866536,1
44,Female,Rural,Checking,7,2-Year,95060.34325487218,7.216682873591186,0
58,Male,City,Checking,10,1-Year,83639.51180869175,2.2004921187947817,1
44,Female,Suburb,Savings,10,2-Year,84369.22270880156,1.9344890274883357,0
56,Female,City,Checking,6,1-Year,43306.02231479766,5.081654126339213,0
27,Male,Suburb,Checking,9,Month-to-Month,43779.806512793424,1.3775931633091583,0
63,Male,Rural,Checking,7,1-Year,27813.083316967884,3.882861886394275,1
27,Male,Rural,Checking,4,Month-to-Month,71120.70716119958,7.9922877612708225,1
40,Female,Rural,Savings,10,2-Year,24152.7370742915,5.856213053792114,1
21,Female,Suburb,Savings,1,2-Year,74710.61841729943,8.031152931916077,0
34,Male,Suburb,Checking,4,2-Year,27488.338824169907,5.69161669552555,1
53,Male,City,Checking,6,Month-to-Month,26387.205055548275,8.747782495704957,0
49,Male,Rural,Savings,9,2-Year,79986.05475921373,6.6424086011074905,0
53,Female,Suburb,Checking,6,1-Year,54462.52253247694,2.2172249445336263,0
61,Female,Rural,Savings,1,1-Year,62759.27024840758,7.216059680744263,0
20,Male,City,Checking,9,2-Year,20135.171636168005,2.807065077768428,1
22,Female,Rural,Savings,8,1-Year,69134.6920805682,7.928134600453419,1
33,Male,Rural,Checking,1,2-Year,80269.40131327277,6.845440903901681,0
31,Male,Rural,Checking,10,1-Year,45813.26509888594,4.717235358215151,1
56,Male,Suburb,Savings,1,1-Year,47201.40038617092,9.31160582741732,0
39,Male,Rural,Checking,3,2-Year,81835.46829448888,8.559359608841227,0
61,Male,Rural,Savings,3,Month-to-Month,31079.759024988336,4.007407358428758,0
18,Female,City,Checking,1,Month-to-Month,71073.64198844192,9.277209586386096,1
30,Female,Rural,Checking,6,Month-to-Month,56009.45169148227,1.3862994641772857,1
19,Female,Rural,Savings,10,2-Year,34198.94165261365,6.058387796409824,1
31,Female,Suburb,Savings,1,Month-to-Month,53128.015378335316,5.98265326255912,0
41,Male,Suburb,Savings,4,2-Year,61385.51694870474,7.280007335186564,0
38,Male,Rural,Checking,8,1-Year,44282.92038010142,7.46369604798995,1
33,Male,Suburb,Savings,8,1-Year,39933.7836243334,6.754889278853735,1
46,Female,Suburb,Savings,6,1-Year,24759.06960572292,2.0180896593155215,0
26,Male,Rural,Checking,9,Month-to-Month,62965.94144791395,3.2909171957585475,1
34,Female,Rural,Checking,4,2-Year,28256.061900455505,4.436423086822741,0
21,Female,City,Checking,2,Month-to-Month,39102.36907832255,2.1394342352658167,1
60,Female,Suburb,Checking,10,2-Year,98231.0512669195,4.835849428143767,1
64,Male,City,Savings,9,2-Year,54074.075982201146,4.424969345312462,1
27,Male,City,Savings,4,2-Year,34587.86000289109,9.728090048898377,0
44,Female,Suburb,Savings,2,2-Year,75421.7609837573,2.85892079379832,1
43,Male,Suburb,Checking,4,Month-to-Month,47122.333322949795,5.805109255207686,1
47,Male,Rural,Savings,10,2-Year,40183.07935636484,1.7732754620641609,0
29,Male,City,Savings,4,2-Year,93000.38693169212,3.498410552087021,1
41,Male,Suburb,Checking,1,1-Year,63664.95575213409,9.361364571263977,0
24,Female,City,Savings,7,1-Year,97000.90545345312,4.092480912133124,1
49,Female,Rural,Checking,8,2-Year,62546.287376494394,2.273794489904336,1
20,Male,City,Checking,6,2-Year,27264.91490956537,1.3164489363668412,0
32,Male,City,Savings,5,Month-to-Month,95130.56209470036,4.580694690904472,1
47,Male,City,Savings,3,1-Year,93586.46489419937,6.375343568753157,1
35,Male,Suburb,Checking,8,2-Year,36002.62665806728,9.009738506473857,0
54,Male,City,Savings,7,Month-to-Month,45258.6123290697,9.546005613611841,1
29,Male,Rural,Savings,8,Month-to-Month,63621.893057224624,4.215703842065491,0
30,Female,Rural,Checking,4,1-Year,51628.26526256754,6.460486240903814,0
38,Male,Suburb,Checking,5,Month-to-Month,33256.40008776162,7.338975303726351,1
23,Female,Rural,Savings,7,2-Year,61834.43148975716,7.479970818246115,1
29,Male,Suburb,Savings,2,1-Year,33636.50078312042,3.125119928573133,1
23,Female,City,Checking,7,2-Year,27277.311686745565,9.787093731198171,0
61,Female,Suburb,Checking,3,1-Year,29857.53220680768,2.2181157135085257,1
54,Male,City,Checking,6,1-Year,54864.613014867806,7.924915371083713,0
26,Female,Suburb,Savings,10,2-Year,93014.18037832066,1.561408115228388,1
47,Male,Rural,Savings,6,Month-to-Month,33089.01352474689,9.088053210931276,0
59,Female,Suburb,Checking,8,Month-to-Month,42399.72210225968,6.764662168592054,1
30,Male,Rural,Checking,2,2-Year,55350.871392467976,5.322714955697415,1
42,Male,Suburb,Checking,6,Month-to-Month,67940.39005626192,1.7247885974105495,1
56,Female,City,Checking,5,Month-to-Month,50194.544108012225,4.918811389967719,0
41,Male,Rural,Checking,1,Month-to-Month,58637.90639627241,8.301347922810159,1
29,Male,Rural,Checking,4,Month-to-Month,42773.06614714039,9.646844693235888,1
19,Male,Suburb,Checking,6,1-Year,90918.40466025031,2.8189068930214662,0
53,Female,Suburb,Savings,5,Month-to-Month,79636.19423297096,3.3812569642171297,1
55,Female,City,Checking,10,2-Year,97690.75220889806,8.979497111803827,0
18,Female,Suburb,Checking,7,2-Year,32350.507169736986,5.180653504330032,1
26,Male,Suburb,Checking,8,1-Year,82983.42611579662,5.7203982071263555,0
25,Male,City,Checking,10,1-Year,89193.05934031648,3.652797061322001,1
56,Female,Rural,Savings,6,Month-to-Month,90415.47433623867,1.617991203741691,0
35,Female,Suburb,Checking,8,2-Year,81956.8156488146,5.340855350332984,0
44,Male,Rural,Checking,3,1-Year,72480.3965347349,5.924103296974232,0
39,Male,Rural,Checking,8,Month-to-Month,47468.243432953124,8.893584627191924,1
21,Male,City,Checking,5,1-Year,65001.76682382476,8.302385590533985,1
50,Male,Rural,Checking,8,1-Year,44652.5348030873,5.632975756743355,1
19,Female,City,Checking,7,1-Year,92776.49400451359,1.8493470595644568,0
39,Female,Rural,Savings,6,Month-to-Month,90347.2047938062,9.163943966182297,0
31,Female,Rural,Checking,2,2-Year,97299.9568580306,2.453589850735236,0
61,Male,Rural,Checking,8,Month-to-Month,43914.83620512483,5.306810336629975,1
56,Male,Suburb,Savings,8,Month-to-Month,32325.246101963894,8.300951513885437,0
62,Male,City,Savings,6,1-Year,48530.948807740984,9.638295486100857,1
44,Male,City,Checking,3,Month-to-Month,25800.48871504287,1.4149811488039088,1
47,Male,City,Checking,5,2-Year,69855.96958520825,2.174019687071567,1
55,Male,Rural,Checking,9,1-Year,61253.339070197246,3.193306235584627,0
38,Female,Suburb,Savings,1,2-Year,58423.503706557654,8.735558208670097,1
43,Male,Suburb,Savings,7,2-Year,57397.21583890079,2.2438027731088384,0
63,Female,Rural,Savings,10,1-Year,24885.600567981615,5.09016096719914,0
19,Female,Suburb,Savings,2,1-Year,92918.57909550327,3.936578603350013,0
23,Female,Suburb,Savings,10,1-Year,82559.94972703421,5.516855983374479,1
64,Male,Rural,Savings,5,2-Year,55334.605359167865,9.391704884280477,0
24,Male,Rural,Savings,2,Month-to-Month,93482.57869065048,9.965974721886464,1
56,Female,Suburb,Checking,3,Month-to-Month,41425.37410122879,4.567225158348489,0
33,Male,Suburb,Checking,8,Month-to-Month,88531.61548326512,1.6040406089891763,0
34,Female,Suburb,Checking,8,2-Year,98561.33246495269,7.632407540203941,0
51,Female,Suburb,Checking,1,Month-to-Month,50834.54605486938,9.43986187840084,0
37,Female,Rural,Checking,9,2-Year,79535.78739133442,3.629389376111011,1
64,Male,Rural,Savings,4,Month-to-Month,94169.33359868849,9.272801556381623,1
58,Female,Rural,Checking,1,Month-to-Month,44351.92683305351,9.041289547920762,1
58,Male,City,Savings,4,2-Year,41692.59964969058,7.850369232740909,1
63,Male,City,Checking,5,Month-to-Month,29473.60399565164,3.2317314009289593,1
46,Female,Rural,Checking,9,2-Year,92829.01994125207,9.309588059882657,0
60,Male,Suburb,Checking,4,2-Year,90175.37142355704,7.229437524512007,1
30,Male,Rural,Savings,5,Month-to-Month,47747.25146250137,7.956156682133294,1
19,Male,Rural,Savings,10,Month-to-Month,88106.5302871351,7.558017559960692,1
44,Female,Suburb,Savings,2,Month-to-Month,20691.59792949087,7.458853478415424,1
53,Male,City,Savings,6,2-Year,47503.22662361227,7.5057682560762276,1
30,Female,City,Savings,10,Month-to-Month,44707.48015916323,5.914369138997266,1
23,Female,Suburb,Savings,4,1-Year,37831.578324402275,5.999044952730778,0
24,Female,City,Savings,9,2-Year,85695.06597794013,7.200483689806895,1
34,Male,City,Savings,5,Month-to-Month,63540.70728364344,7.433493426433506,1
64,Female,City,Checking,4,2-Year,57218.082719863014,2.215999591862169,0
29,Male,Suburb,Checking,9,2-Year,64632.45270393093,4.705923969208018,0
31,Male,Rural,Checking,2,Month-to-Month,39620.53623921327,9.705958603575835,1
57,Female,Suburb,Savings,7,2-Year,75103.84607746272,5.2621120345611505,1
37,Male,City,Savings,9,Month-to-Month,71307.46733855312,5.098310229728993,0
41,Female,City,Checking,6,1-Year,88258.26733338286,5.5406955151858375,1
44,Female,Suburb,Savings,7,1-Year,32384.365186400457,5.650249256986696,1
53,Female,City,Savings,3,Month-to-Month,57008.01480428672,7.396937055157294,1
57,Female,Suburb,Savings,10,2-Year,60033.43792290527,1.0306050938777092,1
58,Female,City,Checking,7,2-Year,62700.563042034235,9.854391182528254,0
53,Male,City,Checking,4,2-Year,41696.5117560839,8.931983608252768,0
60,Male,Suburb,Savings,2,Month-to-Month,68874.88703257036,7.432270312896481,0
39,Male,City,Checking,7,2-Year,55876.12834615695,4.52986384809674,0
63,Male,Suburb,Savings,8,Month-to-Month,27596.01944080359,8.071778764233166,1
29,Female,City,Savings,9,2-Year,63641.756075796475,7.729300931252663,0
44,Male,Rural,Savings,4,Month-to-Month,26892.128876025556,9.198164231711202,0
59,Male,Suburb,Savings,3,Month-to-Month,71438.08618814817,5.455828301736002,1
56,Female,Suburb,Checking,3,2-Year,68932.83760431485,2.3391598625153756,0
38,Female,Rural,Savings,5,2-Year,31326.423897120767,9.233210670176618,0
49,Male,Rural,Savings,9,1-Year,79332.32185585808,2.676916398732917,1
34,Female,Suburb,Savings,5,2-Year,81160.11047458168,4.066576025235506,0
39,Male,Suburb,Savings,3,Month-to-Month,43728.74822467727,5.852364659346716,0
40,Female,Rural,Savings,4,Month-to-Month,82589.77999808562,8.832571171833019,1
60,Female,City,Checking,4,2-Year,26978.284956393603,5.794265425829892,1
30,Male,City,Savings,6,2-Year,33307.49304144454,4.097645631944346,1
58,Male,City,Checking,10,Month-to-Month,53611.46504035884,1.818928525486368,1
27,Male,Suburb,Checking,3,Month-to-Month,78996.72820756861,5.724286047320381,0
38,Male,Rural,Checking,3,1-Year,56651.32341155016,5.836727112434454,0
52,Female,City,Savings,1,1-Year,57508.57817597531,7.7955630081976794,1
30,Female,Rural,Checking,9,Month-to-Month,62418.19244935829,3.296619287339535,0
39,Female,Suburb,Checking,2,Month-to-Month,43113.7572943699,1.0219799671658367,1
26,Male,Suburb,Savings,8,Month-to-Month,68459.28676297868,3.5918539010094857,0
57,Female,City,Savings,1,Month-to-Month,20108.922746909153,5.383796175209037,1
40,Female,Rural,Checking,6,Month-to-Month,66473.03681956069,8.778950803927092,0
47,Male,Rural,Checking,3,Month-to-Month,39859.82701873072,9.58184544402851,0
60,Female,Rural,Checking,7,2-Year,82047.55724384126,3.9537452351197118,0
47,Female,City,Savings,4,1-Year,92002.04562734776,8.087729503465749,0
21,Male,Suburb,Checking,3,Month-to-Month,38554.56976804572,4.561091492977927,1
20,Female,City,Savings,2,1-Year,91034.08465130972,4.845805969033647,0
29,Female,City,Checking,4,Month-to-Month,63446.5402782294,4.549630727958489,0
64,Female,Rural,Savings,7,1-Year,53242.86900282008,4.9586250681996695,1
63,Male,Suburb,Savings,1,2-Year,71842.01558208601,5.214014435845746,0
36,Female,City,Savings,2,2-Year,88801.320966156,1.4077823789983888,1
44,Female,Suburb,Checking,5,1-Year,87566.43145242655,8.409847295564173,0
48,Female,Rural,Checking,4,Month-to-Month,70951.57895485549,8.456107771572006,1
58,Male,Rural,Savings,6,1-Year,85910.41396672429,8.197003368856521,0
44,Female,Rural,Savings,10,Month-to-Month,49377.16079063077,7.443161102330408,1
59,Male,Suburb,Checking,5,2-Year,33586.614130817376,8.43724194339384,1
48,Male,City,Savings,1,1-Year,87452.0458289111,6.188144032227489,0
27,Female,City,Savings,10,2-Year,39748.027169990484,7.574808718246835,1
29,Male,Rural,Checking,5,Month-to-Month,78751.58920266175,1.4951876023893735,1
56,Male,Rural,Savings,7,Month-to-Month,44282.68706077513,3.647905691768809,0
63,Male,Rural,Savings,7,1-Year,38680.11580411052,4.472190309584662,1
33,Male,Rural,Savings,4,Month-to-Month,95547.5085893526,6.99802214409535,1
19,Male,Rural,Checking,10,Month-to-Month,96225.27474075012,6.572767620658572,0
47,Male,Suburb,Savings,5,Month-to-Month,46569.201048845636,2.8621000068455666,1
64,Male,Rural,Savings,7,Month-to-Month,39537.513537214254,7.212683849013342,1
24,Male,Rural,Checking,3,2-Year,35999.58761858234,4.066694232028263,0
43,Female,Suburb,Savings,3,2-Year,81725.38858222225,6.913023568554758,0
51,Female,Suburb,Savings,9,2-Year,51432.67636811855,1.7072759366887738,1
40,Female,Rural,Checking,3,Month-to-Month,56892.87294094641,7.025855966820557,0
21,Male,Suburb,Checking,9,1-Year,85749.12338944715,2.479294017437316,0
53,Male,Rural,Checking,7,2-Year,85359.4815367948,3.6187873098959593,1
35,Male,Rural,Savings,4,2-Year,39124.09057569549,8.326119207760275,0
25,Female,Suburb,Savings,1,Month-to-Month,27328.228391801098,9.85335763441577,0
56,Male,City,Savings,8,2-Year,41840.441469295634,3.7401583281385022,1
25,Female,City,Savings,6,2-Year,23476.542049533506,8.195862461601157,0
24,Female,Suburb,Savings,9,2-Year,47252.629773819295,4.640436704929725,1
51,Female,Rural,Checking,6,2-Year,77759.92028395235,6.267420474062643,0
56,Male,Suburb,Checking,1,2-Year,38608.24812179372,1.402116314780529,0
40,Female,Suburb,Checking,9,Month-to-Month,63580.49397619328,2.5502986896114876,0
37,Female,Suburb,Checking,9,Month-to-Month,58785.08961899687,3.800849692521015,1
63,Female,Suburb,Savings,8,1-Year,81209.26743403796,4.800535632126005,0
60,Female,City,Savings,1,Month-to-Month,75090.91751015605,4.59242597884192,0
54,Male,Suburb,Savings,10,Month-to-Month,42224.17477067732,8.85393870928715,0
64,Male,Suburb,Checking,10,2-Year,96389.15968181142,5.825828639259522,1
64,Female,Suburb,Checking,10,Month-to-Month,77037.34303926607,3.312615253956817,1
26,Male,City,Checking,1,Month-to-Month,90349.11480407073,5.425039301067764,0
29,Female,City,Checking,6,Month-to-Month,24297.510991846415,8.311830984391754,1
37,Male,Rural,Savings,3,Month-to-Month,51117.58127047718,5.183229179186957,1
30,Male,City,Savings,8,2-Year,92671.82287724181,9.0673838127414,1
28,Male,Rural,Savings,9,Month-to-Month,87049.42774010927,2.3826817738572457,1
54,Male,City,Savings,4,Month-to-Month,27272.575062283897,8.198920469449966,1
30,Female,Suburb,Savings,8,1-Year,54024.289973862535,9.147660079263565,0
38,Female,Rural,Checking,2,1-Year,28777.477282917767,2.7850803596959626,0
22,Male,Rural,Savings,9,2-Year,66705.17807075553,4.818217637928187,1
24,Male,Rural,Checking,5,Month-to-Month,42895.321299944706,7.886047450437792,1
52,Male,City,Checking,10,Month-to-Month,80573.90197207918,1.4493736890638877,1
20,Female,Rural,Savings,3,2-Year,29337.83602386301,5.362197303222912,1
43,Male,City,Checking,6,2-Year,84638.61030385745,2.8557402579799454,1
37,Male,City,Checking,5,1-Year,50521.502185673264,2.8909267881663547,1
25,Male,Suburb,Savings,10,1-Year,92233.91605017123,5.428825123891009,0
53,Female,Suburb,Savings,6,1-Year,62228.5265287307,4.511221159432534,1
19,Male,City,Checking,7,1-Year,38307.37650801418,8.414587657059776,0
51,Male,Suburb,Savings,9,2-Year,52511.32294474374,5.575977386638745,0
52,Male,City,Savings,8,1-Year,53889.42619748469,7.459178112180618,1
47,Female,City,Checking,8,1-Year,62170.13117292866,5.682268026549295,1
41,Male,City,Checking,9,Month-to-Month,62890.328091867545,9.056905127477176,1
49,Male,City,Checking,3,Month-to-Month,93221.7134126767,5.381206287273916,0
37,Female,Rural,Savings,4,Month-to-Month,53241.59636780797,4.93397695651852,0
21,Male,Suburb,Savings,6,1-Year,26039.233402448466,1.8951392518622612,0
44,Male,Suburb,Checking,1,2-Year,67990.35185369306,6.800599174785319,1
55,Male,Rural,Savings,1,2-Year,66924.44365042546,6.841724590797902,0
22,Female,Rural,Checking,3,1-Year,46269.72173345345,7.314389863313332,0
25,Male,Rural,Checking,8,2-Year,92615.62529601232,3.142950430587084,1
23,Male,City,Savings,7,2-Year,32832.5683472827,7.398433866536863,1
42,Male,Suburb,Checking,5,2-Year,84037.73924993922,4.551863403642859,0
22,Male,Rural,Checking,7,1-Year,78098.86007019665,3.369882507833415,1
49,Female,Rural,Checking,10,1-Year,51022.62889039798,9.457239670744244,0
30,Female,Suburb,Savings,1,2-Year,32487.90425781116,3.007759333893004,0
50,Male,Suburb,Savings,4,Month-to-Month,44912.39950200333,1.061864455160769,1
24,Female,Rural,Checking,1,1-Year,61957.41942645757,4.073654858652953,0
26,Male,Suburb,Checking,2,2-Year,53293.06495831482,7.201109843854543,1
51,Male,City,Checking,1,Month-to-Month,41320.5152367033,8.549034344847708,0
57,Female,Rural,Checking,1,Month-to-Month,69974.10944218325,4.00792454345049,0
18,Male,City,Checking,10,2-Year,52098.99182000403,4.177482548929216,1
34,Female,Rural,Savings,3,2-Year,52080.065873465384,1.104807053704059,0
24,Female,City,Checking,7,2-Year,66735.79936928095,6.722520502683642,0
19,Male,City,Checking,9,2-Year,42160.79161281523,4.413479569039551,0
30,Female,Rural,Checking,1,1-Year,41645.034681590725,2.997575000671297,0
55,Male,Rural,Savings,2,2-Year,62022.10107418426,5.089726933335199,1
62,Female,Suburb,Savings,3,1-Year,80743.23142571884,7.2837773562774135,0
42,Male,Suburb,Savings,6,Month-to-Month,42700.6151160444,8.919362585153898,0
59,Male,Suburb,Checking,3,Month-to-Month,60108.76738165679,1.3062877087001792,1
54,Female,Rural,Savings,10,Month-to-Month,93338.28078996293,8.346591990505834,1
46,Male,Rural,Checking,9,Month-to-Month,66826.10052405196,9.741764033288467,0
34,Male,City,Savings,10,1-Year,50010.18000150195,5.410598548219772,1
34,Female,Suburb,Savings,2,1-Year,94265.4696007919,2.065941196751016,1
45,Male,City,Savings,3,2-Year,73241.28646613448,3.6381731529507233,1
32,Male,Rural,Savings,7,2-Year,72770.16170306414,2.393428849950689,1
50,Male,Suburb,Savings,9,2-Year,31754.90095391031,6.384251019787464,1
45,Female,Suburb,Checking,7,1-Year,86179.11497758946,5.820952979644821,0
28,Male,City,Savings,3,2-Year,31335.66958220608,4.448280288636457,1
25,Female,Suburb,Checking,9,2-Year,95787.17399491843,5.773948540763903,1
31,Female,City,Savings,7,1-Year,97087.0553410904,8.38995555817531,0
39,Male,City,Savings,5,2-Year,93419.78072173067,2.15055703397538,0
29,Female,Suburb,Savings,10,2-Year,45333.60867500622,4.800398997402715,0
32,Male,Rural,Checking,9,1-Year,22476.39450043364,7.489403046826285,1
31,Female,City,Checking,2,Month-to-Month,81593.37527871669,2.5260470153923325,0
53,Female,Rural,Savings,5,2-Year,49621.90189163704,2.6407395160907936,0
50,Male,Rural,Savings,4,1-Year,59589.333649720145,2.1959582965244024,0
40,Male,City,Savings,2,1-Year,99239.49392121783,5.689222996258788,0
19,Male,City,Savings,7,1-Year,96421.16828706359,5.41491695854201,1
49,Male,City,Checking,4,1-Year,59885.63157059926,4.191630460459473,1
22,Male,Rural,Savings,5,Month-to-Month,75168.7630028644,8.398521173377443,0
33,Female,City,Checking,5,2-Year,59628.33359859039,2.2982314714400056,1
41,Male,Rural,Checking,1,Month-to-Month,58415.9291924598,7.989466416805829,0
59,Female,Rural,Savings,1,1-Year,43227.07210562298,3.8331615123251335,0
24,Female,City,Checking,10,2-Year,52985.059906074595,6.903381054081665,0
47,Male,City,Checking,9,1-Year,32717.70283025277,5.653821181993673,1
29,Male,Suburb,Checking,10,1-Year,75106.19499928804,9.784978034545592,0
25,Male,Rural,Savings,7,1-Year,60732.76612645093,3.8001575014855926,0
36,Female,Suburb,Savings,2,2-Year,97872.25627360598,8.905507281697757,1
31,Female,Rural,Savings,10,1-Year,82993.17498159551,4.4672104973223785,0
50,Male,City,Checking,10,1-Year,91966.72543196601,3.470770236615184,1
47,Female,Rural,Checking,10,1-Year,45008.41415048137,9.625984087895674,1
33,Female,Suburb,Savings,9,Month-to-Month,23908.85518951313,4.151409156717058,0
33,Male,City,Checking,4,2-Year,37249.58288979385,3.815446013904098,0
49,Male,Rural,Savings,10,Month-to-Month,38126.84873562801,1.9488539891202432,1
36,Female,Rural,Checking,6,Month-to-Month,89537.68909086526,3.2298578173846155,0
31,Female,Rural,Checking,7,Month-to-Month,99006.89764537763,1.624432801812442,1
39,Male,Rural,Checking,1,1-Year,57174.48648945346,1.0093109434092118,1
47,Male,City,Savings,10,2-Year,58872.27517027033,6.49144719243532,0
49,Male,Suburb,Savings,7,1-Year,59269.81950883782,5.558193595719795,1
43,Female,Rural,Checking,4,Month-to-Month,75659.14909980039,1.5532747076906828,1
53,Female,Rural,Savings,7,2-Year,35736.91525333995,3.591275306704832,1
30,Male,Rural,Savings,4,1-Year,34435.69658611498,7.298311523939507,0
51,Male,City,Checking,8,Month-to-Month,49605.16257557651,7.875250292282194,1
46,Male,Suburb,Savings,10,Month-to-Month,75261.24775885357,7.3734197553235035,0
24,Female,Suburb,Checking,3,1-Year,72180.12647418088,1.3751351992181884,1
59,Female,Suburb,Savings,5,Month-to-Month,59523.67865655423,5.4801642543908775,0
61,Male,City,Savings,5,2-Year,65162.140863496505,2.0188969531345533,1
20,Female,City,Checking,2,1-Year,95197.88022119139,2.7525325897448907,1
44,Male,City,Savings,3,Month-to-Month,77404.60077089777,4.493966888308391,0
54,Female,Rural,Savings,7,1-Year,45380.48483757427,7.925119524901732,0
50,Male,City,Savings,3,2-Year,71018.39585532105,5.918684305300852,1
31,Male,Rural,Savings,2,2-Year,78452.42349684332,7.068688836422612,0
22,Female,City,Savings,3,Month-to-Month,97777.18533415186,7.503292812935775,0
27,Female,Rural,Checking,5,2-Year,77297.33743788811,5.0312315043757785,0
28,Male,City,Savings,4,2-Year,76033.55003517313,7.44403957899904,0
37,Male,Suburb,Savings,9,Month-to-Month,47468.80689772683,4.47677451889872,1
43,Female,Rural,Checking,4,2-Year,28327.2427553083,8.58079747064751,1
62,Female,City,Savings,9,1-Year,30078.954511176133,6.446588930244204,1
23,Male,City,Savings,9,1-Year,86086.24025146532,2.718265999195494,1
38,Male,Suburb,Checking,3,Month-to-Month,90375.07285757065,5.696663274106276,1
20,Male,Suburb,Checking,10,2-Year,98691.91658357452,5.233259712534041,1
39,Male,Suburb,Savings,1,1-Year,92693.53020698021,1.586002665532272,1
26,Male,Rural,Checking,2,Month-to-Month,25829.935652744025,3.4146143021508277,0
51,Male,Rural,Checking,2,Month-to-Month,80277.55978118301,3.542958109380089,1
32,Female,Suburb,Checking,4,1-Year,35817.07302660058,8.559811970281947,0
34,Female,Rural,Savings,7,Month-to-Month,29392.870058051572,3.16607754318785,0
57,Female,Rural,Checking,2,2-Year,33512.75966694158,5.620795680307084,1
29,Female,City,Savings,1,Month-to-Month,30681.642873932324,6.6679289112209,1
30,Male,Suburb,Checking,2,1-Year,81577.5146934541,4.52950821121887,1
32,Female,Suburb,Checking,6,2-Year,56316.238978056324,5.07162611300391,1
56,Female,Suburb,Checking,1,Month-to-Month,56799.704561788545,7.677395911446431,1
54,Female,Suburb,Savings,6,1-Year,29884.78367522078,8.8415033002562,0
63,Male,Rural,Savings,7,1-Year,45327.64731449616,1.2159660944422148,1
45,Male,City,Savings,10,1-Year,91013.08345525539,8.739400613806145,1
46,Male,Suburb,Checking,9,1-Year,80284.69195687851,8.933923175763582,1
40,Female,Suburb,Savings,1,Month-to-Month,32712.539726430805,2.7557820841636955,0
29,Female,City,Savings,6,2-Year,74080.91272635953,3.982138144774702,1
52,Male,City,Checking,8,Month-to-Month,25883.48762951366,3.4197408340134174,1
54,Male,City,Savings,10,2-Year,52580.56264283251,4.230176497680879,1
24,Female,Suburb,Savings,4,Month-to-Month,69033.613118242,9.647042429040818,0
43,Male,Suburb,Checking,10,1-Year,28608.14003623167,9.553093073037363,1
52,Male,Suburb,Savings,5,1-Year,86787.7196808631,5.774907482569068,1
60,Male,City,Savings,9,2-Year,40636.16887718335,4.430240798321368,0
